results_dir,nav_csv,positions_csv,orders_csv,trades_csv,oos_metrics_available,start_date,end_date,observations,total_return,annualized_return,annualized_volatility,max_drawdown,sharpe_ratio,turnover_total,annualized_turnover,turnover_amount_total,turnover_amount_ratio,annualized_turnover_amount,turnover_quantity_total,annualized_turnover_quantity,trade_count,order_count,filled_order_count,rejected_order_count,order_status_counts,rejection_reason_counts,pending_intent_count,max_pending_intent_count,average_cash_weight,max_position_count,config_file,config_stem,variant,oos_start,raw_output_dir,strategy_names,original_run_name,replacement_asset_ids,original_start,configured_end
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r2_global_ewma\single_563020\baseline_r2_global_ewma_single_563020_oos_20260624_213033_844687,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r2_global_ewma\single_563020\baseline_r2_global_ewma_single_563020_oos_20260624_213033_844687\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r2_global_ewma\single_563020\baseline_r2_global_ewma_single_563020_oos_20260624_213033_844687\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r2_global_ewma\single_563020\baseline_r2_global_ewma_single_563020_oos_20260624_213033_844687\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r2_global_ewma\single_563020\baseline_r2_global_ewma_single_563020_oos_20260624_213033_844687\trades.csv,False,2023-12-14,2026-06-10,600,0.5055658973464232,0.1875007783770739,0.0713726826354238,-0.0501001433575486,2.6270664272889905,5609453.671076288,0.9201556641336488,5609453.671076288,2.1908468193658304,0.9201556641336488,1625000.0,341250.0,149,320,149,171,"{'REJECTED': 171, 'FILLED': 149}",{'insufficient_cash_or_lot': 171},0,5,0.0564806686446031,5,configs\baseline_r2_global_ewma.yaml,baseline_r2_global_ewma,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r2_global_ewma\single_563020\baseline_r2_global_ewma_single_563020_oos_20260624_213033_844687,['risk_parity_lw_cov'],baseline_r2_global_ewma,['CN_ETF:563020.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_515080\baseline_r3_global_nasdaq_all_weather_ewma_single_515080_oos_20260624_213038_771064,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_515080\baseline_r3_global_nasdaq_all_weather_ewma_single_515080_oos_20260624_213038_771064\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_515080\baseline_r3_global_nasdaq_all_weather_ewma_single_515080_oos_20260624_213038_771064\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_515080\baseline_r3_global_nasdaq_all_weather_ewma_single_515080_oos_20260624_213038_771064\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_515080\baseline_r3_global_nasdaq_all_weather_ewma_single_515080_oos_20260624_213038_771064\trades.csv,False,2023-12-14,2026-06-10,600,0.4797109062538016,0.1788927243458236,0.0732573521170578,-0.0562094872885605,2.4419763911200483,5520220.480358622,0.942008918422626,5520220.480358622,2.2428783771967287,0.942008918422626,1908500.0,400785.0,120,307,120,187,"{'REJECTED': 187, 'FILLED': 120}",{'insufficient_cash_or_lot': 187},7,7,0.0550586873824749,7,configs\baseline_r3_global_nasdaq_all_weather_ewma.yaml,baseline_r3_global_nasdaq_all_weather_ewma,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_515080\baseline_r3_global_nasdaq_all_weather_ewma_single_515080_oos_20260624_213038_771064,['risk_parity_lw_cov'],baseline_r3_global_nasdaq_all_weather_ewma,['CN_ETF:515080.SH'],2022-05-31,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_563020\baseline_r3_global_nasdaq_all_weather_ewma_single_563020_oos_20260624_213039_345199,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_563020\baseline_r3_global_nasdaq_all_weather_ewma_single_563020_oos_20260624_213039_345199\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_563020\baseline_r3_global_nasdaq_all_weather_ewma_single_563020_oos_20260624_213039_345199\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_563020\baseline_r3_global_nasdaq_all_weather_ewma_single_563020_oos_20260624_213039_345199\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_563020\baseline_r3_global_nasdaq_all_weather_ewma_single_563020_oos_20260624_213039_345199\trades.csv,False,2023-12-14,2026-06-10,600,0.4671342102532185,0.1746739410328583,0.0708372694716708,-0.054930854270013,2.465848025137582,5101178.128013928,0.8707330137552636,5101178.128013928,2.073173842274437,0.8707330137552636,1867900.0,392259.0,109,317,109,208,"{'REJECTED': 208, 'FILLED': 109}",{'insufficient_cash_or_lot': 208},7,7,0.0557264084184859,7,configs\baseline_r3_global_nasdaq_all_weather_ewma.yaml,baseline_r3_global_nasdaq_all_weather_ewma,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_r3_global_nasdaq_all_weather_ewma\single_563020\baseline_r3_global_nasdaq_all_weather_ewma_single_563020_oos_20260624_213039_345199,['risk_parity_lw_cov'],baseline_r3_global_nasdaq_all_weather_ewma,['CN_ETF:563020.SH'],2022-05-31,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_515080\baseline_us_blend_ewma_single_515080_oos_20260624_213040_529082,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_515080\baseline_us_blend_ewma_single_515080_oos_20260624_213040_529082\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_515080\baseline_us_blend_ewma_single_515080_oos_20260624_213040_529082\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_515080\baseline_us_blend_ewma_single_515080_oos_20260624_213040_529082\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_515080\baseline_us_blend_ewma_single_515080_oos_20260624_213040_529082\trades.csv,False,2023-12-14,2026-06-10,600,0.5333134194522822,0.1966440710466954,0.0763855884618354,-0.0572658295909177,2.5743608841207632,5235340.6472856505,0.8609218529553896,5235340.6472856505,2.0498139356080705,0.8609218529553896,1304800.0,274008.0,103,239,103,136,"{'REJECTED': 136, 'FILLED': 103}",{'insufficient_cash_or_lot': 136},0,6,0.0590569329628705,6,configs\baseline_us_blend_ewma.yaml,baseline_us_blend_ewma,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_515080\baseline_us_blend_ewma_single_515080_oos_20260624_213040_529082,['risk_parity_lw_cov'],baseline_us_blend_ewma,['CN_ETF:515080.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_563020\baseline_us_blend_ewma_single_563020_oos_20260624_213041_050434,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_563020\baseline_us_blend_ewma_single_563020_oos_20260624_213041_050434\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_563020\baseline_us_blend_ewma_single_563020_oos_20260624_213041_050434\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_563020\baseline_us_blend_ewma_single_563020_oos_20260624_213041_050434\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_563020\baseline_us_blend_ewma_single_563020_oos_20260624_213041_050434\trades.csv,False,2023-12-14,2026-06-10,600,0.5719159682384449,0.2092060650307106,0.0768292391846451,-0.0552850655428864,2.723000608243974,5753982.105920294,0.9264612406102656,5753982.105920294,2.205860096691109,0.9264612406102656,1596400.0,335244.0,99,241,99,142,"{'REJECTED': 142, 'FILLED': 99}",{'insufficient_cash_or_lot': 142},0,6,0.0590013934873571,6,configs\baseline_us_blend_ewma.yaml,baseline_us_blend_ewma,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\baseline_us_blend_ewma\single_563020\baseline_us_blend_ewma_single_563020_oos_20260624_213041_050434,['risk_parity_lw_cov'],baseline_us_blend_ewma,['CN_ETF:563020.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_515080\demo_r1_domestic_ewma_cov_single_515080_oos_20260624_213042_119322,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_515080\demo_r1_domestic_ewma_cov_single_515080_oos_20260624_213042_119322\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_515080\demo_r1_domestic_ewma_cov_single_515080_oos_20260624_213042_119322\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_515080\demo_r1_domestic_ewma_cov_single_515080_oos_20260624_213042_119322\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_515080\demo_r1_domestic_ewma_cov_single_515080_oos_20260624_213042_119322\trades.csv,False,2023-12-14,2026-06-18,606,0.2454788758642681,0.0955818413913356,0.0385376297915265,-0.030983895593513,2.4802210698581098,2143160.98986,0.3903858562735185,2143160.98986,0.9387850353244136,0.3903858562735185,301300.0,62646.53465346535,25,83,25,58,"{'REJECTED': 58, 'FILLED': 25}",{'insufficient_cash_or_lot': 58},0,4,0.0587606503123519,4,configs\demo_r1_domestic_ewma_cov.yaml,demo_r1_domestic_ewma_cov,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_515080\demo_r1_domestic_ewma_cov_single_515080_oos_20260624_213042_119322,['risk_parity_ewma_cov'],demo_r1_domestic_ewma_cov,['CN_ETF:515080.SH'],2019-02-28,2026-06-18
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_563020\demo_r1_domestic_ewma_cov_single_563020_oos_20260624_213042_436899,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_563020\demo_r1_domestic_ewma_cov_single_563020_oos_20260624_213042_436899\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_563020\demo_r1_domestic_ewma_cov_single_563020_oos_20260624_213042_436899\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_563020\demo_r1_domestic_ewma_cov_single_563020_oos_20260624_213042_436899\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_563020\demo_r1_domestic_ewma_cov_single_563020_oos_20260624_213042_436899\trades.csv,False,2023-12-14,2026-06-18,606,0.246960423462488,0.0961235941881704,0.0382817881528663,-0.0308684616601253,2.5109483863274824,2105625.358,0.3825954446891653,2105625.358,0.920050950323945,0.3825954446891653,316000.0,65702.97029702971,27,83,27,56,"{'REJECTED': 56, 'FILLED': 27}",{'insufficient_cash_or_lot': 56},0,4,0.0572080012238759,4,configs\demo_r1_domestic_ewma_cov.yaml,demo_r1_domestic_ewma_cov,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\demo_r1_domestic_ewma_cov\single_563020\demo_r1_domestic_ewma_cov_single_563020_oos_20260624_213042_436899,['risk_parity_ewma_cov'],demo_r1_domestic_ewma_cov,['CN_ETF:563020.SH'],2019-02-28,2026-06-18
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_515080\r1_domestic_ewma_10y_bond_3x_vol_single_515080_oos_20260624_213043_121665,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_515080\r1_domestic_ewma_10y_bond_3x_vol_single_515080_oos_20260624_213043_121665\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_515080\r1_domestic_ewma_10y_bond_3x_vol_single_515080_oos_20260624_213043_121665\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_515080\r1_domestic_ewma_10y_bond_3x_vol_single_515080_oos_20260624_213043_121665\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_515080\r1_domestic_ewma_10y_bond_3x_vol_single_515080_oos_20260624_213043_121665\trades.csv,False,2023-12-14,2026-06-10,600,0.6191769859880141,0.2243444457895698,0.10605264180182,-0.0736099486571733,2.115406480951233,5459346.130068544,0.8565475331098726,5459346.130068544,2.0393988883568395,0.8565475331098726,1446200.0,303702.0,57,148,57,91,"{'REJECTED': 91, 'FILLED': 57}","{'insufficient_cash_or_lot': 90, 'limit_down': 1}",1,4,0.0577488065821073,4,configs\r1_domestic_ewma_10y_bond_3x_vol.yaml,r1_domestic_ewma_10y_bond_3x_vol,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_515080\r1_domestic_ewma_10y_bond_3x_vol_single_515080_oos_20260624_213043_121665,['risk_parity_ewma'],r1_domestic_ewma_10y_bond_3x_vol,['CN_ETF:515080.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_563020\r1_domestic_ewma_10y_bond_3x_vol_single_563020_oos_20260624_213043_502783,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_563020\r1_domestic_ewma_10y_bond_3x_vol_single_563020_oos_20260624_213043_502783\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_563020\r1_domestic_ewma_10y_bond_3x_vol_single_563020_oos_20260624_213043_502783\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_563020\r1_domestic_ewma_10y_bond_3x_vol_single_563020_oos_20260624_213043_502783\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_563020\r1_domestic_ewma_10y_bond_3x_vol_single_563020_oos_20260624_213043_502783\trades.csv,False,2023-12-14,2026-06-10,600,0.6031986025748852,0.2192553692248009,0.100935741243155,-0.0704547092050437,2.1722272658266104,4992166.392041721,0.7791113144002014,4992166.392041721,1.855026939048099,0.7791113144002014,1377900.0,289359.0,55,189,55,134,"{'REJECTED': 134, 'FILLED': 55}","{'insufficient_cash_or_lot': 133, 'limit_down': 1}",0,4,0.0599813082123496,4,configs\r1_domestic_ewma_10y_bond_3x_vol.yaml,r1_domestic_ewma_10y_bond_3x_vol,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_10y_bond_3x_vol\single_563020\r1_domestic_ewma_10y_bond_3x_vol_single_563020_oos_20260624_213043_502783,['risk_parity_ewma'],r1_domestic_ewma_10y_bond_3x_vol,['CN_ETF:563020.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_515080\r1_domestic_ewma_30y_bond_futures_single_515080_oos_20260624_213044_432466,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_515080\r1_domestic_ewma_30y_bond_futures_single_515080_oos_20260624_213044_432466\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_515080\r1_domestic_ewma_30y_bond_futures_single_515080_oos_20260624_213044_432466\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_515080\r1_domestic_ewma_30y_bond_futures_single_515080_oos_20260624_213044_432466\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_515080\r1_domestic_ewma_30y_bond_futures_single_515080_oos_20260624_213044_432466\trades.csv,False,2023-12-14,2026-06-10,600,0.5832937008153392,0.2128743824007644,0.0801277748320492,-0.04183401324508,2.65668655902347,4787194.520260644,0.759419065760268,4787194.520260644,1.8081406327625429,0.759419065760268,1065000.0,223650.0,59,227,59,168,"{'REJECTED': 168, 'FILLED': 59}","{'insufficient_cash_or_lot': 167, 'limit_down': 1}",0,4,0.0560906245271729,4,configs\r1_domestic_ewma_30y_bond_futures.yaml,r1_domestic_ewma_30y_bond_futures,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_515080\r1_domestic_ewma_30y_bond_futures_single_515080_oos_20260624_213044_432466,['risk_parity_ewma'],r1_domestic_ewma_30y_bond_futures,['CN_ETF:515080.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_563020\r1_domestic_ewma_30y_bond_futures_single_563020_oos_20260624_213044_851730,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_563020\r1_domestic_ewma_30y_bond_futures_single_563020_oos_20260624_213044_851730\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_563020\r1_domestic_ewma_30y_bond_futures_single_563020_oos_20260624_213044_851730\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_563020\r1_domestic_ewma_30y_bond_futures_single_563020_oos_20260624_213044_851730\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_563020\r1_domestic_ewma_30y_bond_futures_single_563020_oos_20260624_213044_851730\trades.csv,False,2023-12-14,2026-06-10,600,0.5542625620184345,0.2034837820917765,0.0765881018605313,-0.0400807566635552,2.656858926499121,4633722.210729591,0.738199312677018,4633722.210729591,1.7576174111357572,0.738199312677018,1046900.0,219849.0,62,266,62,204,"{'REJECTED': 204, 'FILLED': 62}","{'insufficient_cash_or_lot': 203, 'limit_down': 1}",0,4,0.0553404837829279,4,configs\r1_domestic_ewma_30y_bond_futures.yaml,r1_domestic_ewma_30y_bond_futures,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_30y_bond_futures\single_563020\r1_domestic_ewma_30y_bond_futures_single_563020_oos_20260624_213044_851730,['risk_parity_ewma'],r1_domestic_ewma_30y_bond_futures,['CN_ETF:563020.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_515080\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213045_708900,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_515080\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213045_708900\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_515080\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213045_708900\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_515080\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213045_708900\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_515080\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213045_708900\trades.csv,False,2023-12-14,2026-06-10,600,0.5662840933210265,0.2073845819616933,0.0713362835582211,-0.0308306262885103,2.907140260431935,3971755.495379044,0.6321664922490451,3971755.495379044,1.505158314878679,0.6321664922490451,762300.0,160083.0,52,95,52,43,"{'FILLED': 52, 'REJECTED': 43}",{'insufficient_cash_or_lot': 43},0,4,0.0587924310352523,4,configs\r1_domestic_ewma_risk_parity_cvar_dynamic_budget.yaml,r1_domestic_ewma_risk_parity_cvar_dynamic_budget,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_515080\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213045_708900,['risk_parity_cvar_dynamic_budget'],r1_domestic_ewma_risk_parity_cvar_dynamic_budget,['CN_ETF:515080.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_563020\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213046_113110,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_563020\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213046_113110\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_563020\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213046_113110\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_563020\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213046_113110\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_563020\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213046_113110\trades.csv,False,2023-12-14,2026-06-10,600,0.5577923735932699,0.2046309602994505,0.0707986185395568,-0.0318505953877995,2.8903241972880944,3755847.361473005,0.5971470054447915,3755847.361473005,1.4217785843923607,0.5971470054447915,824200.0,173082.0,50,156,50,106,"{'REJECTED': 106, 'FILLED': 50}",{'insufficient_cash_or_lot': 106},0,4,0.0578590767238913,4,configs\r1_domestic_ewma_risk_parity_cvar_dynamic_budget.yaml,r1_domestic_ewma_risk_parity_cvar_dynamic_budget,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_ewma_risk_parity_cvar_dynamic_budget\single_563020\r1_domestic_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213046_113110,['risk_parity_cvar_dynamic_budget'],r1_domestic_ewma_risk_parity_cvar_dynamic_budget,['CN_ETF:563020.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_515080\r1_domestic_rolling_10y_bond_3x_vol_single_515080_oos_20260624_213046_975498,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_515080\r1_domestic_rolling_10y_bond_3x_vol_single_515080_oos_20260624_213046_975498\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_515080\r1_domestic_rolling_10y_bond_3x_vol_single_515080_oos_20260624_213046_975498\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_515080\r1_domestic_rolling_10y_bond_3x_vol_single_515080_oos_20260624_213046_975498\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_515080\r1_domestic_rolling_10y_bond_3x_vol_single_515080_oos_20260624_213046_975498\trades.csv,False,2023-12-14,2026-06-10,600,0.6193171441987009,0.2243889566742518,0.1001207152513192,-0.0591551708306039,2.2411841157047183,3714975.2585742697,0.5828297089897246,3714975.2585742697,1.3876897833088682,0.5828297089897246,932500.0,195825.0,48,78,48,30,"{'FILLED': 48, 'REJECTED': 30}","{'insufficient_cash_or_lot': 29, 'limit_down': 1}",0,4,0.0557575906831477,4,configs\r1_domestic_rolling_10y_bond_3x_vol.yaml,r1_domestic_rolling_10y_bond_3x_vol,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_515080\r1_domestic_rolling_10y_bond_3x_vol_single_515080_oos_20260624_213046_975498,['risk_parity'],r1_domestic_rolling_10y_bond_3x_vol,['CN_ETF:515080.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_563020\r1_domestic_rolling_10y_bond_3x_vol_single_563020_oos_20260624_213047_363101,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_563020\r1_domestic_rolling_10y_bond_3x_vol_single_563020_oos_20260624_213047_363101\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_563020\r1_domestic_rolling_10y_bond_3x_vol_single_563020_oos_20260624_213047_363101\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_563020\r1_domestic_rolling_10y_bond_3x_vol_single_563020_oos_20260624_213047_363101\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_563020\r1_domestic_rolling_10y_bond_3x_vol_single_563020_oos_20260624_213047_363101\trades.csv,False,2023-12-14,2026-06-10,600,0.6128623864011795,0.222336757410636,0.0987913815422235,-0.0664245169980644,2.250568358694419,3766359.9073144007,0.5882575641623242,3766359.9073144007,1.4006132480055338,0.5882575641623242,1077100.0,226191.0,53,157,53,104,"{'REJECTED': 104, 'FILLED': 53}","{'insufficient_cash_or_lot': 103, 'limit_down': 1}",0,4,0.0586173429933778,4,configs\r1_domestic_rolling_10y_bond_3x_vol.yaml,r1_domestic_rolling_10y_bond_3x_vol,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_10y_bond_3x_vol\single_563020\r1_domestic_rolling_10y_bond_3x_vol_single_563020_oos_20260624_213047_363101,['risk_parity'],r1_domestic_rolling_10y_bond_3x_vol,['CN_ETF:563020.SH'],2019-02-28,2026-06-10
